ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,symbol
2024-08-22T14:23:00.036346691Z,2024-08-22T14:23:00.036179871Z,1,2,2639,T,N,0,38.860000000,26,130,166820,126581552,38.840000000,38.900000000,23,100,1,1,CAKE
2024-08-22T14:24:02.168955891Z,2024-08-22T14:24:02.168784378Z,1,2,2639,T,N,0,38.890000000,50,128,171513,128299046,38.840000000,38.910000000,47,58,2,1,CAKE
2024-08-22T14:24:36.880952670Z,2024-08-22T14:24:36.880785504Z,1,2,2639,T,N,0,38.900000000,17,130,167166,129298347,38.890000000,38.930000000,92,306,1,3,CAKE
2024-08-22T14:24:36.881951692Z,2024-08-22T14:24:36.881784011Z,1,2,2639,T,N,0,38.900000000,21,130,167681,129298366,38.890000000,38.930000000,92,306,1,3,CAKE
2024-08-22T14:24:59.114612777Z,2024-08-22T14:24:59.114444425Z,1,2,2639,T,B,0,38.900000000,1,0,168352,129928513,38.890000000,38.900000000,92,3,1,2,CAKE
2024-08-22T14:24:59.114612777Z,2024-08-22T14:24:59.114444425Z,1,2,2639,T,B,0,38.900000000,1,130,168352,129928514,38.890000000,38.900000000,92,2,1,1,CAKE
2024-08-22T14:26:11.630459865Z,2024-08-22T14:26:11.630292936Z,1,2,2639,T,B,0,38.940000000,1,130,166929,132330742,38.910000000,38.940000000,10,12,1,1,CAKE
2024-08-22T14:26:42.732341515Z,2024-08-22T14:26:42.732174199Z,1,2,2639,T,B,0,38.940000000,11,130,167316,133145110,38.910000000,38.940000000,51,11,2,1,CAKE
2024-08-22T14:26:54.879276631Z,2024-08-22T14:26:54.879108372Z,1,2,2639,T,N,0,38.960000000,9,0,168259,133445667,38.950000000,38.980000000,10,1,1,1,CAKE
2024-08-22T14:26:54.884180871Z,2024-08-22T14:26:54.884013884Z,1,2,2639,T,A,0,38.960000000,58,130,166987,133445870,38.960000000,38.980000000,58,1,1,1,CAKE
2024-08-22T14:27:07.688579977Z,2024-08-22T14:27:07.688413273Z,1,2,2639,T,A,0,38.950000000,1,130,166704,133756599,38.950000000,38.980000000,10,307,1,4,CAKE
2024-08-22T14:27:07.688600487Z,2024-08-22T14:27:07.688434041Z,1,2,2639,T,A,0,38.950000000,9,130,166446,133756600,38.950000000,38.980000000,9,307,1,4,CAKE
2024-08-22T14:27:13.688013888Z,2024-08-22T14:27:13.687842594Z,1,2,2639,T,A,0,38.940000000,12,128,171294,133894512,38.940000000,38.980000000,26,307,1,4,CAKE
2024-08-22T14:27:13.688025763Z,2024-08-22T14:27:13.687850022Z,1,2,2639,T,A,0,38.940000000,3,0,175741,133894514,38.940000000,38.980000000,14,307,1,4,CAKE
2024-08-22T14:27:13.688025763Z,2024-08-22T14:27:13.687852981Z,1,2,2639,T,A,0,38.940000000,11,128,172782,133894521,38.940000000,38.980000000,11,307,1,4,CAKE
2024-08-22T14:27:28.071508470Z,2024-08-22T14:27:28.071341788Z,1,2,2639,T,A,0,38.930000000,1,130,166682,134273212,38.930000000,38.970000000,17,106,2,2,CAKE
2024-08-22T14:27:30.071862923Z,2024-08-22T14:27:30.071693098Z,1,2,2639,T,N,0,38.960000000,75,0,169825,134312912,38.930000000,38.970000000,16,100,2,1,CAKE
2024-08-22T14:27:30.071862923Z,2024-08-22T14:27:30.071693098Z,1,2,2639,T,B,0,38.970000000,100,0,169825,134312913,38.930000000,38.970000000,16,100,2,1,CAKE
2024-08-22T14:27:30.071862923Z,2024-08-22T14:27:30.071693098Z,1,2,2639,T,N,0,38.970000000,25,130,169825,134312914,38.930000000,38.980000000,16,1,2,1,CAKE
2024-08-22T14:28:07.325944788Z,2024-08-22T14:28:07.325775959Z,1,2,2639,T,B,0,38.970000000,2,0,168829,135282630,38.940000000,38.970000000,32,2,2,1,CAKE
2024-08-22T14:28:07.325944788Z,2024-08-22T14:28:07.325775959Z,1,2,2639,T,B,0,38.980000000,1,130,168829,135282631,38.940000000,38.980000000,32,1,2,1,CAKE
2024-08-22T14:28:31.454879009Z,2024-08-22T14:28:31.454694015Z,1,2,2639,T,N,0,38.960000000,50,128,184994,135961978,38.950000000,38.990000000,110,23,2,2,CAKE
2024-08-22T14:28:31.455100622Z,2024-08-22T14:28:31.454913034Z,1,2,2639,T,N,0,38.960000000,50,128,187588,135962250,38.950000000,38.990000000,110,23,2,2,CAKE
2024-08-22T14:28:31.455276892Z,2024-08-22T14:28:31.455092335Z,1,2,2639,T,N,0,38.960000000,47,128,184557,135962459,38.950000000,38.990000000,110,23,2,2,CAKE
2024-08-22T14:29:10.353585469Z,2024-08-22T14:29:10.353417350Z,1,2,2639,T,N,0,38.960000000,50,128,168119,137181840,38.950000000,38.990000000,157,17,3,1,CAKE
2024-08-22T14:29:13.481659063Z,2024-08-22T14:29:13.481492318Z,1,2,2639,T,N,0,38.980000000,17,130,166745,137290495,38.950000000,38.990000000,157,17,3,1,CAKE
2024-08-22T14:29:19.524934053Z,2024-08-22T14:29:19.524765736Z,1,2,2639,T,B,0,38.990000000,17,0,168317,137452788,38.950000000,38.990000000,110,17,2,1,CAKE
2024-08-22T14:29:19.524934053Z,2024-08-22T14:29:19.524765736Z,1,2,2639,T,N,0,38.990000000,16,130,168317,137452789,38.950000000,39.010000000,110,306,2,3,CAKE
2024-08-22T14:29:19.525823129Z,2024-08-22T14:29:19.525656820Z,1,2,2639,T,N,0,39.000000000,30,130,166309,137452822,38.960000000,39.010000000,100,106,1,2,CAKE
2024-08-22T14:29:51.308741160Z,2024-08-22T14:29:51.308574255Z,1,2,2639,T,N,0,38.990000000,20,130,166905,138182183,38.960000000,39.010000000,10,200,1,2,CAKE
2024-08-22T14:30:31.718825973Z,2024-08-22T14:30:31.718658539Z,1,2,2639,T,N,0,38.970000000,50,130,167434,139325150,38.960000000,39.010000000,20,206,2,3,CAKE
2024-08-22T14:30:36.833812479Z,2024-08-22T14:30:36.833644795Z,1,2,2639,T,N,0,38.970000000,20,130,167684,139509879,38.960000000,39.000000000,20,306,2,4,CAKE
2024-08-22T14:30:39.410659398Z,2024-08-22T14:30:39.410492112Z,1,2,2639,T,N,0,38.970000000,19,130,167286,139625605,38.960000000,39.000000000,20,306,2,4,CAKE
2024-08-22T14:30:39.412686217Z,2024-08-22T14:30:39.412519554Z,1,2,2639,T,N,0,38.970000000,50,130,166663,139625794,38.960000000,39.000000000,20,306,2,4,CAKE
2024-08-22T14:30:39.412818826Z,2024-08-22T14:30:39.412649143Z,1,2,2639,T,N,0,38.970000000,50,130,169683,139625820,38.960000000,39.000000000,20,306,2,4,CAKE
2024-08-22T14:30:43.124234886Z,2024-08-22T14:30:43.124061166Z,1,2,2639,T,N,0,38.970000000,20,128,173720,139818149,38.960000000,39.000000000,20,306,2,4,CAKE
2024-08-22T14:31:15.797861597Z,2024-08-22T14:31:15.797694323Z,1,2,2639,T,N,0,38.970000000,50,130,167274,141261734,38.960000000,39.000000000,167,306,4,4,CAKE
2024-08-22T14:31:15.797914719Z,2024-08-22T14:31:15.797747060Z,1,2,2639,T,N,0,38.970000000,41,130,167659,141261735,38.960000000,39.000000000,167,306,4,4,CAKE
2024-08-22T14:31:32.508305033Z,2024-08-22T14:31:32.508137559Z,1,2,2639,T,B,0,39.000000000,100,130,167474,141876875,38.960000000,39.000000000,180,100,5,1,CAKE
2024-08-22T14:31:32.508358918Z,2024-08-22T14:31:32.508191249Z,1,2,2639,T,B,0,39.010000000,100,130,167669,141876885,38.980000000,39.010000000,200,100,2,1,CAKE
2024-08-22T14:31:32.508379807Z,2024-08-22T14:31:32.508210877Z,1,2,2639,T,N,0,39.010000000,3,0,168930,141876886,38.980000000,39.030000000,200,300,2,2,CAKE
2024-08-22T14:31:44.013649542Z,2024-08-22T14:31:44.013480746Z,1,2,2639,T,B,0,39.050000000,1,0,168796,142201543,38.980000000,39.050000000,5,301,1,4,CAKE
2024-08-22T14:31:44.013649542Z,2024-08-22T14:31:44.013480746Z,1,2,2639,T,B,0,39.050000000,100,0,168796,142201544,38.980000000,39.050000000,5,300,1,3,CAKE
2024-08-22T14:31:44.013649542Z,2024-08-22T14:31:44.013480746Z,1,2,2639,T,B,0,39.050000000,34,130,168796,142201545,38.980000000,39.050000000,5,200,1,2,CAKE
2024-08-22T14:31:44.013684127Z,2024-08-22T14:31:44.013514864Z,1,2,2639,T,B,0,39.050000000,66,0,169263,142201546,38.980000000,39.050000000,5,166,1,2,CAKE
2024-08-22T14:31:44.013684127Z,2024-08-22T14:31:44.013514864Z,1,2,2639,T,B,0,39.050000000,100,130,169263,142201547,38.980000000,39.050000000,5,100,1,1,CAKE
2024-08-22T14:31:44.013895869Z,2024-08-22T14:31:44.013727367Z,1,2,2639,T,N,0,39.050000000,100,0,168502,142201569,39.010000000,39.070000000,200,306,2,3,CAKE
2024-08-22T14:32:21.607279062Z,2024-08-22T14:32:21.607108717Z,1,2,2639,T,B,0,39.070000000,6,0,170345,143374861,39.010000000,39.070000000,38,206,3,3,CAKE
2024-08-22T14:32:21.607279062Z,2024-08-22T14:32:21.607108717Z,1,2,2639,T,B,0,39.070000000,100,0,170345,143374862,39.010000000,39.070000000,38,200,3,2,CAKE
2024-08-22T14:32:21.607279062Z,2024-08-22T14:32:21.607108717Z,1,2,2639,T,B,0,39.070000000,100,130,170345,143374863,39.010000000,39.070000000,38,100,3,1,CAKE
2024-08-22T14:32:21.607297726Z,2024-08-22T14:32:21.607130128Z,1,2,2639,T,N,0,39.070000000,100,130,167598,143374864,39.010000000,39.090000000,38,200,3,1,CAKE
2024-08-22T14:32:22.608537968Z,2024-08-22T14:32:22.608371231Z,1,2,2639,T,A,0,39.040000000,1,130,166737,143400698,39.040000000,39.070000000,21,141,1,2,CAKE
2024-08-22T14:32:49.273083176Z,2024-08-22T14:32:49.272915426Z,1,2,2639,T,A,0,39.040000000,1,130,167750,144236382,39.040000000,39.070000000,20,100,1,1,CAKE
2024-08-22T14:32:49.273105132Z,2024-08-22T14:32:49.272937127Z,1,2,2639,T,A,0,39.040000000,19,130,168005,144236384,39.040000000,39.070000000,19,100,1,1,CAKE
2024-08-22T14:33:09.217447847Z,2024-08-22T14:33:09.217276154Z,1,2,2639,T,B,0,39.060000000,100,0,171693,144800525,39.010000000,39.060000000,119,100,3,1,CAKE
2024-08-22T14:33:09.217447847Z,2024-08-22T14:33:09.217276154Z,1,2,2639,T,N,0,39.060000000,100,128,171693,144800526,39.010000000,39.080000000,119,100,3,1,CAKE
2024-08-22T14:33:09.722744853Z,2024-08-22T14:33:09.722578020Z,1,2,2639,T,B,0,39.060000000,100,130,166833,144810892,39.030000000,39.060000000,5,100,1,1,CAKE
2024-08-22T14:33:49.103735375Z,2024-08-22T14:33:49.103568805Z,1,2,2639,T,B,0,39.080000000,1,130,166570,145829849,39.040000000,39.080000000,149,100,6,1,CAKE
2024-08-22T14:33:49.104034256Z,2024-08-22T14:33:49.103866920Z,1,2,2639,T,B,0,39.080000000,99,0,167336,145829854,39.040000000,39.080000000,149,199,6,2,CAKE
2024-08-22T14:33:49.104034256Z,2024-08-22T14:33:49.103866920Z,1,2,2639,T,B,0,39.080000000,100,130,167336,145829855,39.040000000,39.080000000,149,100,6,1,CAKE
2024-08-22T14:33:49.104070476Z,2024-08-22T14:33:49.103900822Z,1,2,2639,T,B,0,39.080000000,50,0,169654,145829860,39.060000000,39.080000000,100,100,1,1,CAKE
2024-08-22T14:33:49.104103057Z,2024-08-22T14:33:49.103936431Z,1,2,2639,T,B,0,39.080000000,50,130,166626,145829867,39.060000000,39.080000000,100,50,1,1,CAKE
2024-08-22T14:34:41.335815690Z,2024-08-22T14:34:41.335648540Z,1,2,2639,T,B,0,39.080000000,258,130,167150,147230455,39.070000000,39.080000000,6,300,1,1,CAKE
2024-08-22T14:34:41.335822045Z,2024-08-22T14:34:41.335654755Z,1,2,2639,T,B,0,39.080000000,42,130,167290,147230456,39.070000000,39.080000000,6,42,1,1,CAKE
2024-08-22T14:34:41.336814919Z,2024-08-22T14:34:41.336648011Z,1,2,2639,T,A,0,39.080000000,100,130,166908,147230473,39.080000000,39.100000000,100,1503,1,6,CAKE
2024-08-22T14:34:49.612093944Z,2024-08-22T14:34:49.611926694Z,1,2,2639,T,A,0,39.080000000,10,130,167250,147438002,39.080000000,39.100000000,10,1503,1,6,CAKE
2024-08-22T14:34:49.612542981Z,2024-08-22T14:34:49.612374854Z,1,2,2639,T,A,0,39.070000000,6,130,168127,147438016,39.070000000,39.090000000,6,200,1,1,CAKE
2024-08-22T14:34:49.613067230Z,2024-08-22T14:34:49.612900291Z,1,2,2639,T,N,0,39.080000000,7,130,166939,147438036,39.050000000,39.090000000,1,400,1,2,CAKE
2024-08-22T14:34:49.613077327Z,2024-08-22T14:34:49.612910303Z,1,2,2639,T,A,0,39.050000000,1,130,167024,147438037,39.050000000,39.090000000,1,400,1,2,CAKE
2024-08-22T14:34:49.613172537Z,2024-08-22T14:34:49.613004490Z,1,2,2639,T,A,0,39.040000000,16,0,168047,147438039,39.040000000,39.090000000,216,400,2,2,CAKE
2024-08-22T14:34:49.613172537Z,2024-08-22T14:34:49.613004490Z,1,2,2639,T,A,0,39.040000000,200,130,168047,147438040,39.040000000,39.090000000,200,400,1,2,CAKE
2024-08-22T14:34:49.614468195Z,2024-08-22T14:34:49.614300805Z,1,2,2639,T,A,0,39.040000000,9,130,167390,147438081,39.040000000,39.070000000,9,200,1,1,CAKE
2024-08-22T14:35:57.802660813Z,2024-08-22T14:35:57.802487896Z,1,2,2639,T,B,0,39.080000000,200,0,172917,149459314,39.010000000,39.080000000,315,558,4,5,CAKE
2024-08-22T14:35:57.802660813Z,2024-08-22T14:35:57.802487896Z,1,2,2639,T,B,0,39.080000000,58,0,172917,149459315,39.010000000,39.080000000,315,358,4,4,CAKE
2024-08-22T14:35:57.802660813Z,2024-08-22T14:35:57.802487896Z,1,2,2639,T,B,0,39.080000000,100,0,172917,149459316,39.010000000,39.080000000,315,300,4,3,CAKE
2024-08-22T14:35:57.802660813Z,2024-08-22T14:35:57.802487896Z,1,2,2639,T,B,0,39.080000000,100,0,172917,149459317,39.010000000,39.080000000,315,200,4,2,CAKE
2024-08-22T14:35:57.802660813Z,2024-08-22T14:35:57.802487896Z,1,2,2639,T,B,0,39.080000000,60,130,172917,149459318,39.010000000,39.080000000,315,100,4,1,CAKE
2024-08-22T14:35:57.802697086Z,2024-08-22T14:35:57.802529620Z,1,2,2639,T,B,0,39.080000000,40,130,167466,149459322,39.010000000,39.080000000,315,140,4,2,CAKE
2024-08-22T14:35:57.803120697Z,2024-08-22T14:35:57.802953458Z,1,2,2639,T,B,0,39.080000000,100,0,167239,149459340,39.020000000,39.080000000,400,100,2,1,CAKE
2024-08-22T14:35:57.803120697Z,2024-08-22T14:35:57.802953458Z,1,2,2639,T,N,0,39.080000000,100,130,167239,149459341,39.020000000,39.090000000,400,100,2,1,CAKE
2024-08-22T14:36:24.272249980Z,2024-08-22T14:36:24.272080967Z,1,2,2639,T,B,0,39.090000000,100,0,169013,150143593,39.050000000,39.090000000,110,101,2,2,CAKE
2024-08-22T14:36:24.272249980Z,2024-08-22T14:36:24.272080967Z,1,2,2639,T,B,0,39.090000000,1,130,169013,150143594,39.050000000,39.090000000,110,1,2,1,CAKE
2024-08-22T14:37:08.167768844Z,2024-08-22T14:37:08.167600672Z,1,2,2639,T,A,0,39.070000000,10,130,168172,151128483,39.070000000,39.100000000,10,1403,1,4,CAKE
2024-08-22T14:37:08.167895529Z,2024-08-22T14:37:08.167727208Z,1,2,2639,T,A,0,39.060000000,100,0,168321,151128514,39.060000000,39.090000000,200,200,2,1,CAKE
2024-08-22T14:37:08.167895529Z,2024-08-22T14:37:08.167727208Z,1,2,2639,T,A,0,39.060000000,13,130,168321,151128515,39.060000000,39.090000000,100,200,1,1,CAKE
2024-08-22T14:37:08.167920120Z,2024-08-22T14:37:08.167750307Z,1,2,2639,T,A,0,39.060000000,87,130,169813,151128518,39.060000000,39.090000000,87,200,1,1,CAKE
2024-08-22T14:37:08.168156229Z,2024-08-22T14:37:08.167989062Z,1,2,2639,T,A,0,39.050000000,100,130,167167,151128554,39.050000000,39.080000000,100,3,1,1,CAKE
2024-08-22T14:37:08.168814613Z,2024-08-22T14:37:08.168644048Z,1,2,2639,T,A,0,39.040000000,7,128,170565,151128680,39.040000000,39.070000000,7,200,1,1,CAKE
2024-08-22T14:37:08.168887975Z,2024-08-22T14:37:08.168720960Z,1,2,2639,T,A,0,39.030000000,200,130,167015,151128692,39.030000000,39.060000000,200,400,1,2,CAKE
2024-08-22T14:37:08.169383813Z,2024-08-22T14:37:08.169215248Z,1,2,2639,T,A,0,39.020000000,1,0,168565,151128720,39.020000000,39.050000000,2,200,2,1,CAKE
2024-08-22T14:37:08.169383813Z,2024-08-22T14:37:08.169215248Z,1,2,2639,T,A,0,39.020000000,1,130,168565,151128721,39.020000000,39.050000000,1,200,1,1,CAKE
2024-08-22T14:37:08.169490227Z,2024-08-22T14:37:08.169321930Z,1,2,2639,T,A,0,39.010000000,200,0,168297,151128728,39.010000000,39.050000000,400,200,2,1,CAKE
2024-08-22T14:37:08.169490227Z,2024-08-22T14:37:08.169321930Z,1,2,2639,T,A,0,39.010000000,200,130,168297,151128729,39.010000000,39.050000000,200,200,1,1,CAKE
2024-08-22T14:37:08.172743659Z,2024-08-22T14:37:08.172576379Z,1,2,2639,T,A,0,39.010000000,100,130,167280,151128943,39.010000000,39.050000000,100,200,1,1,CAKE
2024-08-22T14:37:37.863097074Z,2024-08-22T14:37:37.862930569Z,1,2,2639,T,A,0,39.030000000,1,130,166505,151886718,39.030000000,39.040000000,1,3,1,1,CAKE
2024-08-22T14:38:41.392389813Z,2024-08-22T14:38:41.392210227Z,1,2,2639,T,B,0,39.040000000,3,0,179586,153318444,38.980000000,39.040000000,210,5,3,2,CAKE
2024-08-22T14:38:41.392389813Z,2024-08-22T14:38:41.392210227Z,1,2,2639,T,B,0,39.040000000,2,128,179586,153318445,38.980000000,39.040000000,210,2,3,1,CAKE
2024-08-22T14:38:45.678977135Z,2024-08-22T14:38:45.678810082Z,1,2,2639,T,N,0,39.030000000,100,130,167053,153410635,39.000000000,39.060000000,10,19,1,2,CAKE
2024-08-22T14:43:11.582235267Z,2024-08-22T14:43:11.582064329Z,1,2,2639,T,N,0,39.040000000,100,128,170938,159327635,39.020000000,39.060000000,116,18,2,2,CAKE
2024-08-22T14:43:11.582280346Z,2024-08-22T14:43:11.582109290Z,1,2,2639,T,B,0,39.060000000,15,0,171056,159327666,39.020000000,39.060000000,116,18,2,2,CAKE
2024-08-22T14:43:11.582280346Z,2024-08-22T14:43:11.582109290Z,1,2,2639,T,B,0,39.060000000,3,0,171056,159327667,39.020000000,39.060000000,116,3,2,1,CAKE
2024-08-22T14:44:49.760715810Z,2024-08-22T14:44:49.760548755Z,1,2,2639,T,B,0,39.070000000,12,130,167055,161690847,39.050000000,39.070000000,16,12,1,1,CAKE
2024-08-22T14:45:20.881247234Z,2024-08-22T14:45:20.881079271Z,1,2,2639,T,B,0,39.090000000,100,0,167963,162665189,39.050000000,39.090000000,116,106,2,2,CAKE
2024-08-22T14:45:20.881247234Z,2024-08-22T14:45:20.881079271Z,1,2,2639,T,B,0,39.090000000,6,130,167963,162665190,39.050000000,39.090000000,116,6,2,1,CAKE
2024-08-22T14:45:20.881263775Z,2024-08-22T14:45:20.881093729Z,1,2,2639,T,N,0,39.090000000,100,130,170046,162665191,39.050000000,39.100000000,116,1305,2,3,CAKE
2024-08-22T14:45:23.015140701Z,2024-08-22T14:45:23.014973076Z,1,2,2639,T,A,0,39.080000000,3,130,167625,162706624,39.080000000,39.100000000,10,1305,1,3,CAKE
2024-08-22T14:45:23.018713146Z,2024-08-22T14:45:23.018546575Z,1,2,2639,T,A,0,39.080000000,7,130,166571,162706749,39.080000000,39.100000000,7,1406,1,5,CAKE
2024-08-22T14:45:23.018745615Z,2024-08-22T14:45:23.018576331Z,1,2,2639,T,A,0,39.070000000,16,0,169284,162706750,39.070000000,39.100000000,23,1406,2,5,CAKE
2024-08-22T14:45:23.018745615Z,2024-08-22T14:45:23.018576331Z,1,2,2639,T,A,0,39.070000000,7,128,169284,162706751,39.070000000,39.100000000,7,1406,1,5,CAKE
2024-08-22T14:45:23.142925080Z,2024-08-22T14:45:23.142757001Z,1,2,2639,T,A,0,39.060000000,100,130,168079,162709752,39.060000000,39.090000000,100,101,1,2,CAKE
2024-08-22T14:45:23.145983596Z,2024-08-22T14:45:23.145816653Z,1,2,2639,T,A,0,39.060000000,10,130,166943,162709801,39.060000000,39.080000000,10,101,1,2,CAKE
2024-08-22T14:45:23.551359459Z,2024-08-22T14:45:23.551190514Z,1,2,2639,T,A,0,39.050000000,7,0,168945,162717671,39.050000000,39.080000000,107,101,2,2,CAKE
2024-08-22T14:45:23.551359459Z,2024-08-22T14:45:23.551190514Z,1,2,2639,T,A,0,39.050000000,93,0,168945,162717672,39.050000000,39.080000000,100,101,1,2,CAKE
2024-08-22T14:45:23.551376106Z,2024-08-22T14:45:23.551207046Z,1,2,2639,T,A,0,39.050000000,7,0,169060,162717674,39.050000000,39.080000000,7,101,1,2,CAKE
2024-08-22T14:45:23.551376106Z,2024-08-22T14:45:23.551207046Z,1,2,2639,T,N,0,39.050000000,100,130,169060,162717675,39.040000000,39.080000000,17,101,2,2,CAKE
2024-08-22T14:46:04.543724928Z,2024-08-22T14:46:04.543556844Z,1,2,2639,T,N,0,39.060000000,100,128,168084,163662944,39.040000000,39.100000000,61,1306,3,4,CAKE
2024-08-22T14:46:23.073455956Z,2024-08-22T14:46:23.073288627Z,1,2,2639,T,N,0,39.050000000,61,130,167329,164078391,39.040000000,39.100000000,61,1406,3,5,CAKE
2024-08-22T14:46:43.693125249Z,2024-08-22T14:46:43.692955373Z,1,2,2639,T,A,0,39.040000000,9,0,169876,164497738,39.040000000,39.070000000,61,101,3,2,CAKE
2024-08-22T14:46:43.693125249Z,2024-08-22T14:46:43.692955373Z,1,2,2639,T,A,0,39.040000000,10,0,169876,164497739,39.040000000,39.070000000,52,101,2,2,CAKE
2024-08-22T14:46:43.693125249Z,2024-08-22T14:46:43.692955373Z,1,2,2639,T,A,0,39.040000000,42,130,169876,164497740,39.040000000,39.070000000,42,101,1,2,CAKE
2024-08-22T14:46:43.693287575Z,2024-08-22T14:46:43.693119875Z,1,2,2639,T,A,0,39.030000000,18,130,167700,164497745,39.030000000,39.060000000,18,300,1,2,CAKE
2024-08-22T14:46:43.693328415Z,2024-08-22T14:46:43.693158512Z,1,2,2639,T,A,0,39.010000000,200,0,169903,164497747,39.010000000,39.050000000,301,100,3,1,CAKE
2024-08-22T14:46:43.693328415Z,2024-08-22T14:46:43.693158512Z,1,2,2639,T,A,0,39.010000000,1,0,169903,164497748,39.010000000,39.050000000,101,100,2,1,CAKE
2024-08-22T14:46:43.693328415Z,2024-08-22T14:46:43.693158512Z,1,2,2639,T,A,0,39.010000000,100,130,169903,164497749,39.010000000,39.050000000,100,100,1,1,CAKE
2024-08-22T14:46:43.703273615Z,2024-08-22T14:46:43.703107048Z,1,2,2639,T,N,0,38.990000000,100,130,166567,164497909,38.980000000,39.060000000,194,200,2,1,CAKE
2024-08-22T14:46:47.249077474Z,2024-08-22T14:46:47.248907167Z,1,2,2639,T,A,0,38.970000000,200,0,170307,164582391,38.970000000,39.020000000,300,3,2,1,CAKE
2024-08-22T14:46:47.249077474Z,2024-08-22T14:46:47.248907167Z,1,2,2639,T,A,0,38.970000000,100,130,170307,164582392,38.970000000,39.020000000,100,3,1,1,CAKE
2024-08-22T14:46:47.412143305Z,2024-08-22T14:46:47.411976143Z,1,2,2639,T,A,0,38.950000000,100,130,167162,164585099,38.950000000,39.000000000,100,301,1,3,CAKE
2024-08-22T14:48:58.082789613Z,2024-08-22T14:48:58.082619941Z,1,2,2639,T,A,0,38.880000000,42,0,169672,167928678,38.880000000,38.930000000,53,1,3,1,CAKE
2024-08-22T14:48:58.082789613Z,2024-08-22T14:48:58.082619941Z,1,2,2639,T,A,0,38.880000000,1,0,169672,167928679,38.880000000,38.930000000,11,1,2,1,CAKE
2024-08-22T14:48:58.082789613Z,2024-08-22T14:48:58.082619941Z,1,2,2639,T,A,0,38.880000000,10,130,169672,167928680,38.880000000,38.930000000,10,1,1,1,CAKE
2024-08-22T14:48:58.392819718Z,2024-08-22T14:48:58.392652626Z,1,2,2639,T,N,0,38.900000000,100,130,167092,167933683,38.830000000,38.930000000,100,1,1,1,CAKE
2024-08-22T14:49:43.121167785Z,2024-08-22T14:49:43.120999676Z,1,2,2639,T,A,0,38.860000000,50,130,168109,169459070,38.860000000,38.930000000,50,398,1,3,CAKE
2024-08-22T14:49:43.121181339Z,2024-08-22T14:49:43.121013755Z,1,2,2639,T,A,0,38.850000000,100,0,167584,169459071,38.850000000,38.930000000,200,398,2,3,CAKE
2024-08-22T14:49:43.121181339Z,2024-08-22T14:49:43.121013755Z,1,2,2639,T,A,0,38.850000000,100,130,167584,169459072,38.850000000,38.930000000,100,398,1,3,CAKE
2024-08-22T14:49:43.121186359Z,2024-08-22T14:49:43.121019698Z,1,2,2639,T,N,0,38.850000000,100,130,166661,169459073,38.840000000,38.930000000,200,398,2,3,CAKE
2024-08-22T14:52:32.622559379Z,2024-08-22T14:52:32.622385608Z,1,2,2639,T,A,0,38.800000000,78,0,173771,173783500,38.800000000,38.880000000,289,218,5,5,CAKE
2024-08-22T14:52:32.622559379Z,2024-08-22T14:52:32.622385608Z,1,2,2639,T,A,0,38.800000000,100,0,173771,173783501,38.800000000,38.880000000,211,218,4,5,CAKE
2024-08-22T14:52:32.622559379Z,2024-08-22T14:52:32.622385608Z,1,2,2639,T,A,0,38.800000000,86,128,173771,173783502,38.800000000,38.880000000,111,218,3,5,CAKE
2024-08-22T14:52:32.622566420Z,2024-08-22T14:52:32.622393750Z,1,2,2639,T,A,0,38.800000000,14,0,172670,173783508,38.800000000,38.880000000,25,218,3,5,CAKE
2024-08-22T14:52:32.622566420Z,2024-08-22T14:52:32.622393750Z,1,2,2639,T,A,0,38.800000000,10,0,172670,173783509,38.800000000,38.880000000,11,218,2,5,CAKE
2024-08-22T14:52:32.622566420Z,2024-08-22T14:52:32.622393750Z,1,2,2639,T,A,0,38.800000000,1,128,172670,173783510,38.800000000,38.880000000,1,218,1,5,CAKE
2024-08-22T14:52:32.622635230Z,2024-08-22T14:52:32.622468029Z,1,2,2639,T,A,0,38.790000000,2,130,167201,173783535,38.790000000,38.840000000,2,40,1,1,CAKE
2024-08-22T14:52:32.623326092Z,2024-08-22T14:52:32.623159010Z,1,2,2639,T,A,0,38.780000000,100,130,167082,173783632,38.780000000,38.830000000,254,100,2,1,CAKE
2024-08-22T14:52:32.623362582Z,2024-08-22T14:52:32.623192920Z,1,2,2639,T,A,0,38.780000000,100,0,169662,173783638,38.780000000,38.830000000,154,100,2,1,CAKE
2024-08-22T14:52:32.623362582Z,2024-08-22T14:52:32.623192920Z,1,2,2639,T,A,0,38.780000000,54,130,169662,173783639,38.780000000,38.830000000,54,100,1,1,CAKE
2024-08-22T14:52:52.038714755Z,2024-08-22T14:52:52.038545420Z,1,2,2639,T,B,0,38.800000000,1,0,169335,174285715,38.750000000,38.800000000,100,101,1,2,CAKE
2024-08-22T14:52:52.038714755Z,2024-08-22T14:52:52.038545420Z,1,2,2639,T,B,0,38.800000000,100,130,169335,174285716,38.750000000,38.800000000,100,100,1,1,CAKE
2024-08-22T14:53:45.728729292Z,2024-08-22T14:53:45.728548212Z,1,2,2639,T,B,0,38.820000000,100,0,181080,175715090,38.760000000,38.820000000,314,200,6,2,CAKE
